GMT time,Open,High,Low,Close,Volume
01.09.2015 06:00:00.000,1937.195,1937.200,1937.195,1937.200,0.0000
01.09.2015 06:00:01.000,1937.000,1937.200,1937.000,1937.200,0.0000
01.09.2015 06:00:02.000,1937.000,1937.000,1937.000,1937.000,0.0000
01.09.2015 06:00:03.000,1936.790,1936.790,1936.700,1936.700,0.0000
01.09.2015 06:00:04.000,1936.780,1936.780,1936.780,1936.780,0.0001
01.09.2015 06:00:05.000,1936.700,1936.700,1936.570,1936.570,0.0000
01.09.2015 06:00:06.000,1936.500,1936.500,1936.290,1936.290,0.0000
01.09.2015 06:00:07.000,1936.290,1936.290,1936.200,1936.200,0.0000
01.09.2015 06:00:08.000,1936.230,1936.260,1936.200,1936.200,0.0000
01.09.2015 06:00:09.000,1936.500,1936.500,1936.500,1936.500,0.0000
01.09.2015 06:00:12.000,1936.500,1936.500,1936.500,1936.500,0.0000
01.09.2015 06:00:14.000,1936.700,1936.700,1936.700,1936.700,0.0001
01.09.2015 06:00:15.000,1936.700,1936.700,1936.700,1936.700,0.0000
01.09.2015 06:00:16.000,1936.730,1936.740,1936.730,1936.730,0.0000
01.09.2015 06:00:17.000,1937.000,1937.200,1937.000,1937.200,0.0000
01.09.2015 06:00:18.000,1937.200,1937.200,1937.000,1937.000,0.0000
01.09.2015 06:00:19.000,1937.000,1937.000,1937.000,1937.000,0.0001
01.09.2015 06:00:20.000,1937.000,1937.000,1937.000,1937.000,0.0000
01.09.2015 06:00:21.000,1936.820,1936.820,1936.750,1936.760,0.0000
01.09.2015 06:00:22.000,1936.760,1936.760,1936.700,1936.700,0.0000
01.09.2015 06:00:23.000,1936.740,1936.740,1936.700,1936.700,0.0000
01.09.2015 06:00:24.000,1936.740,1936.740,1936.740,1936.740,0.0001
01.09.2015 06:00:25.000,1936.720,1936.720,1936.610,1936.700,0.0000
01.09.2015 06:00:27.000,1936.700,1936.700,1936.700,1936.700,0.0000
01.09.2015 06:00:28.000,1936.700,1936.700,1936.700,1936.700,0.0001
01.09.2015 06:00:29.000,1936.700,1936.700,1936.700,1936.700,0.0000
01.09.2015 06:00:30.000,1936.580,1936.580,1936.580,1936.580,0.0001
01.09.2015 06:00:31.000,1936.570,1936.700,1936.500,1936.530,0.0000
01.09.2015 06:00:32.000,1936.700,1936.700,1936.700,1936.700,0.0000
01.09.2015 06:00:33.000,1936.440,1936.470,1936.440,1936.470,0.0000
