kernel,scoring_method,ori_mean_score,ori_std,scale_mean_score,scale_std_score,norm_mean_score,norm_std_score,bin_mean_score,bin_std_score,rowsm_mean_score,rowsm_std_score,fullsm_mean_score,fullsm_std_score
linear,accuracy,0.569811594203,0.0995458749644,0.428282608696,0.221499823979,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
linear,average_precision,0.538994800654,0.231940692452,0.52635623415,0.185599498367,0.555747492785,0.282987940437,0.782731884058,0.00639721702252,0.550392333714,0.229276528515,0.782731884058,0.00639721702252
linear,f1,0.718448965063,0.0591395007591,0.488538360191,0.244455096213,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112
linear,f1_micro,0.569811594203,0.0995458749644,0.428282608696,0.221499823979,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
linear,f1_macro,0.394224482532,0.180897192286,0.390011357781,0.219396390472,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561
linear,f1_weighted,0.436725745494,0.163107273929,0.403302889779,0.204579951949,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051
linear,f1_samples,,,,,,,,
linear,log_loss,,,,,,,,
linear,precision,0.572089026915,0.0692323705575,0.494006993007,0.20249010385,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
linear,recall,0.969230769231,0.102049993549,0.509340659341,0.417583863502,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
linear,roc_auc,0.399735264735,0.373011209266,0.367642357642,0.26567172617,0.394420579421,0.391266614833,0.5,0.0,0.446958041958,0.324626918546,0.5,0.0
poly,accuracy,0.565463768116,0.012794434045,0.552420289855,0.135692552519,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
poly,average_precision,0.641240223039,0.27215454322,0.493333166074,0.221550117264,0.782731884058,0.00639721702252,0.766847858663,0.0416161354675,0.782731884058,0.00639721702252,0.782731884058,0.00639721702252
poly,f1,0.722402159244,0.0103577164112,0.705225455229,0.110943255256,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112
poly,f1_micro,0.565463768116,0.012794434045,0.552420289855,0.135692552519,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
poly,f1_macro,0.361201079622,0.00517885820561,0.378370303372,0.142035114264,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561
poly,f1_weighted,0.408525376988,0.0152313374051,0.421214697116,0.135078082858,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051
poly,f1_samples,,,,,,,,
poly,log_loss,,,,,,,,
poly,precision,0.565463768116,0.012794434045,0.560121856023,0.0742991186892,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
poly,recall,1.0,0.0,0.953846153846,0.197019207306,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
poly,roc_auc,0.554195804196,0.309576415523,0.370794205794,0.364379070631,0.5,0.0,0.477197802198,0.06128529163,0.5,0.0,0.5,0.0
rbf,accuracy,0.565463768116,0.012794434045,0.466369565217,0.254257958854,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
rbf,average_precision,0.57463965726,0.282531908541,0.448595773012,0.118252320146,0.565944661568,0.29211919465,0.766847858663,0.0416161354675,0.782731884058,0.00639721702252,0.782731884058,0.00639721702252
rbf,f1,0.722402159244,0.0103577164112,0.597828400527,0.286971949967,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112,0.722402159244,0.0103577164112
rbf,f1_micro,0.565463768116,0.012794434045,0.466369565217,0.254257958854,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
rbf,f1_macro,0.361201079622,0.00517885820561,0.357037449563,0.191906533663,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561,0.361201079622,0.00517885820561
rbf,f1_weighted,0.408525376988,0.0152313374051,0.388309361379,0.191268390297,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051,0.408525376988,0.0152313374051
rbf,f1_samples,,,,,,,,
rbf,log_loss,,,,,,,,
rbf,precision,0.565463768116,0.012794434045,0.506034897025,0.181314348831,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
rbf,recall,1.0,0.0,0.748901098901,0.498519726433,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
rbf,roc_auc,0.439260739261,0.434841236673,0.299915084915,0.263216687859,0.425569430569,0.457059415588,0.477197802198,0.06128529163,0.5,0.0,0.5,0.0
sigmoid,accuracy,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045,0.565463768116,0.012794434045
