GMT_time,Open,High,Low,Close,Volume
05.09.2015 10:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 11:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 12:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 13:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 14:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 15:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 16:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 17:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 18:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 19:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 20:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 21:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 22:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
05.09.2015 23:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 00:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 01:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 02:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 03:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 04:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 05:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 06:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 07:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 08:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 09:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 10:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 11:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 12:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 13:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 14:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 15:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 16:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 17:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 18:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 19:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 20:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 21:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 22:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
06.09.2015 23:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 00:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 01:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 02:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 03:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 04:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 05:00:00.000,16106.000,16106.000,16106.000,16106.000,0.0000
07.09.2015 06:00:00.000,16206.000,16269.470,16206.000,16245.220,0.3564
07.09.2015 07:00:00.000,16245.220,16284.470,16225.000,16248.450,0.6229
07.09.2015 08:00:00.000,16248.450,16262.760,16207.000,16209.610,0.5710
07.09.2015 09:00:00.000,16209.610,16223.340,16184.000,16204.440,0.4899
07.09.2015 10:00:00.000,16198.000,16221.360,16176.000,16197.430,0.4366
07.09.2015 11:00:00.000,16194.500,16213.520,16178.000,16187.240,0.3743
07.09.2015 12:00:00.000,16187.240,16199.620,16171.000,16197.300,0.3219
07.09.2015 13:00:00.000,16197.790,16209.270,16186.000,16202.990,0.3053
07.09.2015 14:00:00.000,16202.990,16204.170,16178.000,16194.170,0.3178
07.09.2015 15:00:00.000,16200.000,16230.220,16195.800,16215.960,0.3187
07.09.2015 16:00:00.000,16214.320,16218.330,16167.050,16182.210,0.1208
07.09.2015 17:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
07.09.2015 18:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
07.09.2015 19:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
07.09.2015 20:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
07.09.2015 21:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
07.09.2015 22:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
07.09.2015 23:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 00:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 01:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 02:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 03:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 04:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 05:00:00.000,16182.210,16182.210,16182.210,16182.210,0.0000
08.09.2015 06:00:00.000,16235.890,16302.580,16203.980,16301.500,0.4392
08.09.2015 07:00:00.000,16302.750,16395.760,16296.050,16374.420,0.6479
08.09.2015 08:00:00.000,16374.420,16400.680,16362.470,16393.680,0.5474
08.09.2015 09:00:00.000,16393.680,16443.980,16391.660,16432.620,0.5042
08.09.2015 10:00:00.000,16432.960,16443.890,16422.230,16431.270,0.4007
08.09.2015 11:00:00.000,16431.270,16431.270,16375.590,16389.160,0.4420
08.09.2015 12:00:00.000,16389.220,16406.650,16359.400,16385.510,0.5022
08.09.2015 13:00:00.000,16385.500,16441.070,16366.960,16394.840,1.1586
08.09.2015 14:00:00.000,16394.790,16400.500,16326.540,16363.230,1.5677
08.09.2015 15:00:00.000,16363.260,16379.100,16337.300,16350.570,1.2908
08.09.2015 16:00:00.000,16350.200,16420.400,16340.690,16387.470,1.0287
08.09.2015 17:00:00.000,16387.720,16418.240,16361.480,16418.100,1.0409
08.09.2015 18:00:00.000,16418.050,16477.870,16406.650,16463.630,1.0675
08.09.2015 19:00:00.000,16463.630,16500.950,16433.750,16488.090,1.2364
08.09.2015 20:00:00.000,16488.090,16488.090,16487.320,16487.320,0.0007
08.09.2015 21:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
08.09.2015 22:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
08.09.2015 23:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 00:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 01:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 02:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 03:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 04:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 05:00:00.000,16487.320,16487.320,16487.320,16487.320,0.0000
09.09.2015 06:00:00.000,16624.800,16649.260,16615.660,16646.340,1.3828
09.09.2015 07:00:00.000,16646.510,16692.430,16629.670,16663.150,2.4218
09.09.2015 08:00:00.000,16663.150,16663.260,16622.490,16638.390,2.3645
09.09.2015 09:00:00.000,16638.490,16662.330,16634.630,16638.750,1.9291
09.09.2015 10:00:00.000,16638.670,16652.910,16614.490,16629.240,1.8946
09.09.2015 11:00:00.000,16629.620,16658.740,16629.080,16646.820,1.9508
09.09.2015 12:00:00.000,16646.820,16657.090,16626.540,16649.420,2.3398
09.09.2015 13:00:00.000,16649.400,16663.920,16598.530,16618.610,5.1354
09.09.2015 14:00:00.000,16618.610,16624.940,16486.600,16501.590,4.6983
09.09.2015 15:00:00.000,16501.400,16538.710,16468.620,16495.300,4.2895
09.09.2015 16:00:00.000,16495.300,16534.730,16484.250,16500.190,3.5324
09.09.2015 17:00:00.000,16500.220,16527.650,16380.490,16386.970,4.1904
09.09.2015 18:00:00.000,16386.910,16415.080,16335.840,16368.000,4.1604
09.09.2015 19:00:00.000,16367.430,16408.670,16216.630,16249.640,4.5726
09.09.2015 20:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0018
09.09.2015 21:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
09.09.2015 22:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
09.09.2015 23:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 00:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 01:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 02:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 03:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 04:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 05:00:00.000,16249.780,16249.780,16249.780,16249.780,0.0000
10.09.2015 06:00:00.000,16347.880,16353.050,16294.950,16315.540,0.5726
10.09.2015 07:00:00.000,16316.320,16393.420,16303.590,16373.460,1.4810
10.09.2015 08:00:00.000,16373.150,16379.020,16281.340,16322.810,1.5094
10.09.2015 09:00:00.000,16322.780,16460.021,16314.240,16423.752,1.4632
10.09.2015 10:00:00.000,16423.352,16440.018,16306.860,16318.693,1.4027
10.09.2015 11:00:00.000,16318.610,16318.735,16239.144,16247.344,1.4875
10.09.2015 12:00:00.000,16248.144,16262.010,16159.729,16184.467,1.5470
10.09.2015 13:00:00.000,16184.074,16306.932,16183.657,16234.434,3.2803
10.09.2015 14:00:00.000,16234.596,16376.389,16209.704,16344.790,4.8647
10.09.2015 15:00:00.000,16344.790,16346.631,16257.373,16328.882,4.7152
10.09.2015 16:00:00.000,16328.852,16369.893,16301.587,16332.749,3.4818
10.09.2015 17:00:00.000,16332.705,16443.533,16313.302,16415.902,3.7688
10.09.2015 18:00:00.000,16415.902,16430.135,16347.442,16347.722,3.3982
10.09.2015 19:00:00.000,16347.689,16363.820,16268.287,16329.746,4.4993
10.09.2015 20:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0037
10.09.2015 21:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
10.09.2015 22:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
10.09.2015 23:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 00:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 01:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 02:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 03:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 04:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 05:00:00.000,16330.496,16330.496,16330.496,16330.496,0.0000
11.09.2015 06:00:00.000,16352.961,16363.486,16330.494,16346.559,0.2040
11.09.2015 07:00:00.000,16346.559,16348.392,16249.804,16307.058,0.6610
11.09.2015 08:00:00.000,16307.058,16314.059,16220.587,16228.707,0.5156
11.09.2015 09:00:00.000,16229.840,16291.779,16216.706,16290.029,0.4888
11.09.2015 10:00:00.000,16290.529,16298.918,16235.678,16239.511,0.3579
11.09.2015 11:00:00.000,16239.678,16282.282,16226.676,16273.241,0.3431
11.09.2015 12:00:00.000,16272.824,16292.487,16229.420,16235.418,0.4399
11.09.2015 13:00:00.000,16235.418,16303.780,16233.000,16253.803,1.2150
11.09.2015 14:00:00.000,16253.595,16302.603,16240.423,16270.258,1.7532
11.09.2015 15:00:00.000,16270.139,16358.717,16261.139,16347.378,1.5789
11.09.2015 16:00:00.000,16347.133,16404.777,16343.854,16390.832,1.0687
11.09.2015 17:00:00.000,16391.010,16394.371,16314.830,16340.077,1.1206
11.09.2015 18:00:00.000,16339.987,16395.607,16317.966,16379.402,1.2253
11.09.2015 19:00:00.000,16379.402,16432.270,16369.126,16420.986,1.3968
11.09.2015 20:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
11.09.2015 21:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
11.09.2015 22:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
11.09.2015 23:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 00:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 01:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 02:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 03:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 04:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 05:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 06:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 07:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 08:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 09:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 10:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 11:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 12:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 13:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 14:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 15:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 16:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 17:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 18:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 19:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 20:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 21:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 22:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
12.09.2015 23:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 00:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 01:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 02:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 03:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 04:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 05:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 06:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 07:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 08:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 09:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 10:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 11:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 12:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 13:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 14:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 15:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 16:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 17:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 18:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 19:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 20:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 21:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 22:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
13.09.2015 23:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 00:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 01:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 02:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 03:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 04:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 05:00:00.000,16420.986,16420.986,16420.986,16420.986,0.0000
14.09.2015 06:00:00.000,16430.000,16444.518,16389.596,16408.979,0.2868
14.09.2015 07:00:00.000,16408.479,16493.646,16393.404,16458.450,0.4929
14.09.2015 08:00:00.000,16458.283,16462.441,16411.877,16444.550,0.3420
14.09.2015 09:00:00.000,16445.150,16471.744,16443.148,16455.611,0.3042
14.09.2015 10:00:00.000,16457.291,16489.200,16454.460,16476.877,0.3184
14.09.2015 11:00:00.000,16476.305,16476.709,16412.236,16415.336,0.2707
14.09.2015 12:00:00.000,16414.586,16439.402,16394.492,16419.930,0.4001
14.09.2015 13:00:00.000,16419.684,16445.477,16326.260,16351.232,0.8432
14.09.2015 14:00:00.000,16350.446,16422.213,16342.866,16396.797,1.0323
14.09.2015 15:00:00.000,16396.596,16410.371,16334.106,16360.451,0.9331
14.09.2015 16:00:00.000,16360.451,16368.984,16329.612,16344.635,0.8019
14.09.2015 17:00:00.000,16344.635,16391.530,16329.531,16391.050,0.6629
14.09.2015 18:00:00.000,16390.973,16391.115,16344.898,16360.494,0.7191
14.09.2015 19:00:00.000,16360.841,16374.928,16335.457,16367.539,0.7787
14.09.2015 20:00:00.000,16367.539,16367.539,16367.015,16367.015,0.0031
14.09.2015 21:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
14.09.2015 22:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
14.09.2015 23:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 00:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 01:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 02:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 03:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 04:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 05:00:00.000,16367.015,16367.015,16367.015,16367.015,0.0000
15.09.2015 06:00:00.000,16385.303,16385.883,16352.517,16365.112,0.1563
15.09.2015 07:00:00.000,16365.112,16405.480,16357.941,16362.410,0.4311
15.09.2015 08:00:00.000,16361.910,16368.077,16318.824,16340.370,0.4442
15.09.2015 09:00:00.000,16340.190,16347.680,16307.553,16337.079,0.4602
15.09.2015 10:00:00.000,16336.829,16395.290,16325.466,16386.482,0.4042
15.09.2015 11:00:00.000,16386.482,16399.629,16371.757,16377.787,0.3341
